Introduction,Quarters,HouseType,Area,PeopleNumber,WatchNumber,ReleaseTime,TotalPrice,Price,Dist,Lotitude
空港吉祥花园 1室1厅 320万,空港吉祥花园 , 1室1厅 ,52.0,125.0,6.0, 3个月以前发布,320.0,61539.0,顺义,"116.560215,40.093"
香悦四季 2室1厅 375万,香悦四季 , 2室1厅 ,79.78,5.0,0.0, 2天以前发布,375.0,47005.0,顺义,"116.665923,40.186753"
馨港庄园三区 2室2厅 295万,馨港庄园三区 , 2室2厅 ,89.44,78.0,85.0, 3个月以前发布,295.0,32984.0,顺义,"116.675955,40.037646"
北京方糖 1室1厅 260万,北京方糖 , 1室1厅 ,53.0,29.0,44.0, 1个月以前发布,260.0,49057.0,顺义,"116.564402,40.108073"
金汉绿港 东南三居 精装修 拎包入住,金汉绿港五区 , 3室1厅 ,112.0,23.0,60.0, 3个月以前发布,492.0,43929.0,顺义,"116.664712,40.14103"
低楼层  正规两居  南北通透 顺义地铁站 业主诚意出售,东兴一区 , 2室1厅 ,79.32,58.0,40.0, 3个月以前发布,318.0,40091.0,顺义,"116.6709,40.137772"
下坡屯家园一区 2室1厅 245万,下坡屯家园一区 , 2室1厅 ,78.34,128.0,55.0, 3个月以前发布,245.0,31274.0,顺义,"116.679497,40.227613"
东兴一区 2室1厅 315万,东兴一区 , 2室1厅 ,79.01,10.0,6.0, 2天以前发布,315.0,39869.0,顺义,"116.6709,40.137772"
怡馨家园 1室1厅 345万,怡馨家园 , 1室1厅 ,75.41,34.0,3.0, 1个月以前发布,345.0,45750.0,顺义,"116.654682,40.125799"
石园南区 2室1厅 320万,石园南区 , 2室1厅 ,85.89,14.0,1.0, 1个月以前发布,320.0,37257.0,顺义,"116.668841,40.113345"
东兴一区 2室1厅 340万,东兴一区 , 2室1厅 ,79.0,19.0,5.0, 2个月以前发布,340.0,43038.0,顺义,"116.6709,40.137772"
江山赋 2室1厅 550万,江山赋 , 2室1厅 ,97.0,184.0,145.0, 7个月以前发布,550.0,56702.0,顺义,"116.559953,40.117154"
龙湖精装修 独栋别墅 随时看房,龙湖香醍漫步四区南区 , 5室3厅 ,281.31,115.0,86.0, 2个月以前发布,1100.0,39103.0,顺义,"116.671487,40.213114"
马坡花园二区 4室2厅 450万,马坡花园二区 , 4室2厅 ,124.97,0.0,0.0, 7天以前发布,450.0,36009.0,顺义,"116.661657,40.18394"
顶层大复式，精装修，满五年，诚心出售,双兴南区 , 4室3厅 ,192.0,29.0,7.0, 3个月以前发布,750.0,39063.0,顺义,"116.659297,40.14532"
御墅一期 满五年 精装修 带水系,御墅一期 , 5室3厅 ,455.05,22.0,8.0, 4个月以前发布,1600.0,35161.0,顺义,"116.696717,40.11804"
水木兰亭 精装上叠 诚意出售 满五,水木兰亭 , 3室2厅 ,168.95,56.0,45.0, 4个月以前发布,950.0,56230.0,顺义,"116.565327,40.069623"
双裕小区 1室1厅 235万,双裕小区 , 1室1厅 ,45.94,163.0,14.0, 30天以前发布,235.0,51154.0,顺义,"116.561056,40.112912"
婚房装修正规一居室南向采光好。,焦各庄街2号院 , 1室1厅 ,67.0,107.0,44.0, 2个月以前发布,198.0,29553.0,顺义,"116.625568,40.137845"
满五年 只有契税 近地铁 南北朝向 两居,莲竹花园 , 2室1厅 ,77.25,71.0,15.0, 24天以前发布,340.0,44013.0,顺义,"116.565033,40.077159"
业主换房 诚心出售 有钥匙看房随时,东亚首航国际 , 1室0厅 ,43.0,122.0,30.0, 2个月以前发布,110.0,25582.0,顺义,"116.605239,40.134877"
樱花园二区 5室2厅 500万,樱花园二区 , 5室2厅 ,224.9,4.0,0.0, 19天以前发布,500.0,22233.0,顺义,"116.632799,40.031538"
东方太阳城 2室2厅 460万,东方太阳城 , 2室2厅 ,141.0,10.0,3.0, 29天以前发布,460.0,32625.0,顺义,"116.722221,40.087052"
09年电梯洋房，南北通透两居，温馨舒适。,顺鑫花语 , 2室1厅 ,95.86,7.0,1.0, 22天以前发布,400.0,41728.0,顺义,"116.558192,40.162583"
三山新新家园 3居 中间楼层 南北通透 附带地下室,三山新新家园 , 3室1厅 ,95.25,9.0,3.0, 23天以前发布,450.0,47245.0,顺义,"116.541005,40.103325"
仓上家园 08年电梯房 明厨明卫 拎包入住,仓上家园 , 2室2厅 ,96.21,54.0,28.0, 2个月以前发布,375.0,38978.0,顺义,"116.659362,40.120437"
双裕西区1+2大复式 带70平米花园 正规四居室 南北通透,双裕花园西区 , 4室2厅 ,167.0,68.0,55.0, 6个月以前发布,800.0,47905.0,顺义,"116.555368,40.113521"
天竺花园 4室2厅 560万,天竺花园 , 4室2厅 ,187.9,38.0,12.0, 2个月以前发布,560.0,29804.0,顺义,"116.571828,40.066974"
金汉绿港二区 4室2厅 710万,金汉绿港二区 , 4室2厅 ,173.95,62.0,39.0, 6个月以前发布,710.0,40817.0,顺义,"116.6708,40.139004"
马坡花园二区  满五年 南北通透,马坡花园二区 , 3室2厅 ,124.97,36.0,10.0, 5个月以前发布,355.0,28407.0,顺义,"116.661657,40.18394"
南竺园 3室1厅 363万,南竺园 , 3室1厅 ,95.53,9.0,12.0, 20天以前发布,363.0,37999.0,顺义,"116.599448,40.048301"
金宝城两居室 业主诚意出售 看房方便,金宝城北区 , 2室1厅 ,93.0,9.0,7.0, 29天以前发布,369.0,39678.0,顺义,"116.666703,40.182178"
石园东区 1室1厅 275万,石园东区 , 1室1厅 ,64.11,5.0,9.0, 17天以前发布,275.0,42896.0,顺义,"116.673834,40.116557"
观景两层住宅 配套齐全 业主诚心出售,双兴南区 , 4室2厅 ,180.18,18.0,2.0, 2个月以前发布,650.0,36076.0,顺义,"116.659297,40.14532"
蓝星花园 电梯三居室 中间楼层，业主自住房,蓝星花园 , 3室2厅 ,137.0,78.0,8.0, 一年前发布,550.0,40146.0,顺义,"116.560389,40.094933"
阿凯笛亚庄园 4室3厅 1550万,阿凯笛亚庄园 , 4室3厅 ,357.0,29.0,30.0, 7个月以前发布,1550.0,43418.0,顺义,"116.532301,40.119598"
双阳南区 毛坯顶层带露台业主诚售,双阳南区 , 5室2厅 ,174.68,38.0,2.0, 9个月以前发布,345.0,19751.0,顺义,"116.840824,40.161336"
江山赋 中间层三居室 精装修 拎包入住,江山赋 , 3室1厅 ,105.22,57.0,11.0, 1个月以前发布,288.0,27372.0,顺义,"116.559953,40.117154"
正规南北通透两居室 中间楼层，2001年建成。,西辛南区 , 2室1厅 ,70.25,74.0,73.0, 4个月以前发布,308.0,43844.0,顺义,"116.649455,40.141789"
胜利小区一室一厅 南北通透 诚意出售 ,胜利小区 , 1室1厅 ,60.0,60.0,25.0, 2个月以前发布,245.0,40834.0,顺义,"116.659056,40.14159"
滨河小区  两居室户型 中间楼层 诚售,滨河小区 , 2室1厅 ,72.63,44.0,39.0, 5个月以前发布,269.0,37038.0,顺义,"116.688628,40.123965"
莱蒙湖4居室联排别墅临近地铁站,莱蒙湖别墅 , 4室3厅 ,315.78,125.0,18.0, 5个月以前发布,1500.0,47502.0,顺义,"116.548935,40.074141"
裕祥花园二期四居室，精装修满两年，三层南北通透,裕祥花园 , 4室2厅 ,171.0,20.0,17.0, 4个月以前发布,685.0,40059.0,顺义,"116.554715,40.107876"
香悦四季 四居室 双南双北卧室 三个卫生间,香悦四季 , 4室2厅 ,156.61,70.0,18.0, 3个月以前发布,660.0,42143.0,顺义,"116.665923,40.186753"
南北通透两居室，满两年，低楼层。,石园北区 , 2室1厅 ,70.58,53.0,50.0, 4个月以前发布,272.0,38538.0,顺义,"116.670101,40.118729"
彩俸北区 3室1厅 350万,彩俸北区 , 3室1厅 ,106.9,4.0,0.0, 27天以前发布,350.0,32741.0,顺义,"116.707179,40.138113"
美林香槟小镇 装修特别好别墅 客厅带挑空 全明户型,美林香槟小镇 , 9室4厅 ,371.0,23.0,2.0, 一年前发布,2680.0,72238.0,顺义,"116.571369,40.054405"
马坡花园一区 6室3厅 680万,马坡花园一区 , 6室3厅 ,285.0,16.0,2.0, 1个月以前发布,680.0,23860.0,顺义,"116.661432,40.180564"
莫奈花园 联排别墅前后带院 精装 位置好 实话养老改善,莫奈花园 , 4室2厅 ,255.0,15.0,1.0, 3个月以前发布,1500.0,58824.0,顺义,"116.53916,40.107599"
水木兰亭 下叠送地下室 精装修 满五年 税费少,水木兰亭 , 4室2厅 ,174.72,16.0,1.0, 1个月以前发布,1200.0,68682.0,顺义,"116.565327,40.069623"
万科城市花园 大三居 带花园 无遮挡 满5年,万科城市花园 , 3室2厅 ,119.28,43.0,8.0, 1个月以前发布,650.0,54494.0,顺义,"116.560168,40.110054"
石园北区 3室1厅 395万,石园北区 , 3室1厅 ,110.85,54.0,52.0, 5个月以前发布,395.0,35634.0,顺义,"116.670101,40.118729"
望潮家园 2室1厅 400万,望潮家园 , 2室1厅 ,99.11,32.0,5.0, 7个月以前发布,400.0,40360.0,顺义,"116.693092,40.123469"
中粮祥云别墅区高楼层毛坯大平层三居室,中粮祥云国际生活区 , 4室2厅 ,305.27,26.0,40.0, 2个月以前发布,1500.0,49137.0,顺义,"116.543161,40.097129"
万科城市花园 3室1厅 815万,万科城市花园 , 3室1厅 ,159.59,16.0,0.0, 29天以前发布,815.0,51069.0,顺义,"116.560168,40.110054"
双裕花园西区 3室2厅 710万,双裕花园西区 , 3室2厅 ,153.0,6.0,0.0, 22天以前发布,710.0,46406.0,顺义,"116.555368,40.113521"
义宾北区 2室2厅 350万,义宾北区 , 2室2厅 ,84.63,5.0,0.0, 2天以前发布,350.0,41357.0,顺义,"116.655265,40.139222"
双裕小区 2室1厅 335万,双裕小区 , 2室1厅 ,72.76,8.0,1.0, 2天以前发布,335.0,46042.0,顺义,"116.561056,40.112912"
樱花园三区 2室1厅 255万,樱花园三区 , 2室1厅 ,81.68,6.0,0.0, 3天以前发布,255.0,31220.0,顺义,"116.632377,40.033796"
焦各庄2号院 不限购 纯朝南 正规一居室,焦各庄街2号院 , 1室1厅 ,63.88,29.0,5.0, 26天以前发布,188.0,29431.0,顺义,"116.625568,40.137845"
北京苏活四区 2室1厅 400万,北京苏活四区 , 2室1厅 ,88.5,0.0,0.0, 2天以前发布,400.0,45198.0,顺义,"116.638264,40.079034"
马坡花园一区 平层三居室 电梯房 有钥匙,马坡花园一区 , 3室2厅 ,181.0,36.0,22.0, 2个月以前发布,506.0,27956.0,顺义,"116.661432,40.180564"
智地香蜜湾 2室1厅 450万,智地香蜜湾 , 2室1厅 ,92.98,13.0,14.0, 1个月以前发布,450.0,48398.0,顺义,"116.545553,40.103666"
双兴南区 5室2厅 420万,双兴南区 , 5室2厅 ,177.45,56.0,12.0, 2个月以前发布,420.0,23669.0,顺义,"116.659297,40.14532"
马坡花园一区 2室1厅 295万,马坡花园一区 , 2室1厅 ,86.77,44.0,21.0, 2个月以前发布,295.0,33998.0,顺义,"116.661432,40.180564"
西辛北区 2室1厅 360万,西辛北区 , 2室1厅 ,86.86,33.0,63.0, 3个月以前发布,360.0,41447.0,顺义,"116.649091,40.144305"
佳和宜园 1室0厅 198万,佳和宜园 , 1室0厅 ,46.76,128.0,36.0, 1个月以前发布,198.0,42344.0,顺义,"116.655693,40.180093"
马坡花园二区  房本满五年，看房方便  总价低,马坡花园二区 , 5室2厅 ,171.48,41.0,6.0, 1个月以前发布,450.0,26243.0,顺义,"116.661657,40.18394"
万通南北通透四居，中高楼层，双卧室朝阳，诚意出售,万通天竺新新家园 , 4室2厅 ,203.27,26.0,6.0, 2个月以前发布,1300.0,63955.0,顺义,"116.568704,40.064603"
前进花园牡丹苑 2室1厅 423万,前进花园牡丹苑 , 2室1厅 ,96.68,18.0,12.0, 31天以前发布,423.0,43753.0,顺义,"116.643868,40.139456"
双裕花园西区 2室2厅 560万,双裕花园西区 , 2室2厅 ,108.06,10.0,5.0, 30天以前发布,560.0,51824.0,顺义,"116.555368,40.113521"
石园东苑 3室2厅 480万,石园东苑 , 3室2厅 ,119.98,3.0,1.0, 28天以前发布,480.0,40007.0,顺义,"116.673369,40.111803"
幸福西区 3室1厅 393万,幸福西区 , 3室1厅 ,100.37,59.0,27.0, 6个月以前发布,393.0,39156.0,顺义,"116.660839,40.140065"
万科城市花园 玫瑰园 红砖洋房  复式  ,万科城市花园 , 3室2厅 ,124.59,124.0,24.0, 5个月以前发布,510.0,40935.0,顺义,"116.560168,40.110054"
波特兰花园一期 5室3厅 1400万,波特兰花园一期 , 5室3厅 ,489.91,19.0,11.0, 3个月以前发布,1400.0,28577.0,顺义,"116.688778,40.119288"
东兴二区 3室1厅 410万,东兴二区 , 3室1厅 ,98.67,14.0,2.0, 28天以前发布,410.0,41553.0,顺义,"116.673001,40.138289"
博雅世家 3室2厅 850万,博雅世家 , 3室2厅 ,183.54,12.0,2.0, 27天以前发布,850.0,46312.0,顺义,"116.659962,40.129016"
东方太阳城 2室2厅 460万,东方太阳城 , 2室2厅 ,103.0,40.0,15.0, 4个月以前发布,460.0,44661.0,顺义,"116.722221,40.087052"
水木兰亭 4室2厅 1280万,水木兰亭 , 4室2厅 ,160.0,11.0,0.0, 31天以前发布,1280.0,80000.0,顺义,"116.565327,40.069623"
馨港二区南北通透 装修好 满五年带电梯 诚心出售,馨港庄园二区 , 2室2厅 ,111.74,14.0,1.0, 19天以前发布,355.0,31771.0,顺义,"116.675236,40.039656"
双兴南区 3室1厅 410万,双兴南区 , 3室1厅 ,95.0,0.0,1.0, 16天以前发布,410.0,43158.0,顺义,"116.659297,40.14532"
中铁花溪渡 2室2厅 380万,中铁花溪渡 , 2室2厅 ,85.93,33.0,3.0, 23天以前发布,380.0,44223.0,顺义,"116.664815,40.189938"
香悦四季 4室2厅 645万,香悦四季 , 4室2厅 ,156.96,10.0,3.0, 19天以前发布,645.0,41094.0,顺义,"116.665923,40.186753"
港馨家园东区 2室1厅 400万,港馨家园东区 , 2室1厅 ,83.16,2.0,2.0, 24天以前发布,400.0,48101.0,顺义,"116.697838,40.110591"
万科城市花园 3室1厅 680万,万科城市花园 , 3室1厅 ,122.8,12.0,5.0, 21天以前发布,680.0,55375.0,顺义,"116.560168,40.110054"
万科城市花园 3室1厅 706万,万科城市花园 , 3室1厅 ,122.8,3.0,5.0, 21天以前发布,706.0,57492.0,顺义,"116.560168,40.110054"
西辛南区满五年  正规三居2000年以后的商品房诚售,西辛南区 , 3室1厅 ,99.25,47.0,23.0, 3个月以前发布,385.0,38791.0,顺义,"116.649455,40.141789"
南北通透房本已经五年 小区中间位置,双兴东区 , 3室1厅 ,84.0,24.0,1.0, 23天以前发布,310.0,36905.0,顺义,"116.664599,40.144969"
金汉绿港二区 纯正四居室 满五 接受换房,金汉绿港二区 , 4室2厅 ,156.0,17.0,1.0, 2个月以前发布,700.0,44872.0,顺义,"116.6708,40.139004"
智地香蜜湾 2室1厅 525万,智地香蜜湾 , 2室1厅 ,94.0,12.0,1.0, 25天以前发布,525.0,55852.0,顺义,"116.545553,40.103666"
东亚首航国际 1室1厅 150万,东亚首航国际 , 1室1厅 ,58.07,50.0,10.0, 29天以前发布,150.0,25831.0,顺义,"116.605239,40.134877"
双兴南区 3室1厅 310万,双兴南区 , 3室1厅 ,83.81,8.0,20.0, 1个月以前发布,310.0,36989.0,顺义,"116.659297,40.14532"
江山赋 2室2厅 430万,江山赋 , 2室2厅 ,107.95,6.0,0.0, 26天以前发布,430.0,39834.0,顺义,"116.559953,40.117154"
顺鑫花语，精装修，电梯复式，社区配套好，适合居住,顺鑫花语 , 4室2厅 ,157.0,35.0,4.0, 5个月以前发布,600.0,38217.0,顺义,"116.558192,40.162583"
莱蒙湖精装独栋别墅，美式风格独栋，满两年,莱蒙湖别墅 , 4室2厅 ,454.0,30.0,1.0, 一年前发布,2200.0,48459.0,顺义,"116.548935,40.074141"
万科红楼四居室 南北通透 满五年查不到原值,万科城市花园 , 4室2厅 ,165.76,37.0,5.0, 1个月以前发布,826.0,49832.0,顺义,"116.560168,40.110054"
石园北区电梯房三居室，拎包入住,石园北区 , 3室1厅 ,92.1,63.0,25.0, 1个月以前发布,350.0,38003.0,顺义,"116.670101,40.118729"
田园牧歌  带花园的阳光房  买一层送一层 复式330平米,阿凯笛亚别院 , 3室2厅 ,166.87,12.0,4.0, 2个月以前发布,1050.0,62924.0,顺义,"116.565375,40.107984"
南北通透，全明格局，顶层三居室，带阁楼,香花畦家园 , 3室2厅 ,127.34,48.0,6.0, 4个月以前发布,650.0,51045.0,顺义,"116.554991,40.116654"
南北通透全明格局，交通便利配套齐全,香花畦家园 , 3室2厅 ,142.0,28.0,30.0, 3个月以前发布,730.0,51409.0,顺义,"116.554991,40.116654"
香悦四季  平层四居室 明厨明卫,香悦四季 , 4室2厅 ,138.46,44.0,4.0, 2个月以前发布,600.0,43334.0,顺义,"116.665923,40.186753"
金宝城南区 9室3厅 1360万,金宝城南区 , 9室3厅 ,315.62,14.0,4.0, 2个月以前发布,1360.0,43090.0,顺义,"116.66777,40.179868"
好楼层 业主诚心出售 正规3居室 精装修 ,宏城花园 , 3室1厅 ,106.29,31.0,24.0, 3个月以前发布,452.0,42526.0,顺义,"116.643715,40.137169"
馨港大三居  中间楼层采光好 业主诚心出售,馨港庄园三区 , 3室2厅 ,138.0,31.0,2.0, 2个月以前发布,420.0,30435.0,顺义,"116.675955,40.037646"
北京苏活二区 2室2厅 212万,北京苏活二区 , 2室2厅 ,66.15,14.0,6.0, 24天以前发布,212.0,32049.0,顺义,"116.638264,40.079034"
石园东区 1室1厅 255万,石园东区 , 1室1厅 ,58.98,10.0,10.0, 27天以前发布,255.0,43235.0,顺义,"116.673834,40.116557"
樱花园二区低楼层两居室 南北通透,樱花园二区 , 2室1厅 ,97.04,16.0,11.0, 1个月以前发布,298.0,30709.0,顺义,"116.632799,40.031538"
怡馨家园 3室2厅 520万,怡馨家园 , 3室2厅 ,126.35,34.0,11.0, 2个月以前发布,520.0,41156.0,顺义,"116.654682,40.125799"
裕龙五区，南北通透两居室，采光好，视野好,裕龙五区 , 2室1厅 ,98.0,26.0,9.0, 22天以前发布,353.0,36021.0,顺义,"116.683117,40.127185"
滨河小区1居室225万，价格可商量，业主着急卖,滨河小区 , 1室1厅 ,60.1,139.0,10.0, 29天以前发布,225.0,37438.0,顺义,"116.688628,40.123965"
石园东区 2室1厅 298万,石园东区 , 2室1厅 ,77.1,17.0,8.0, 20天以前发布,298.0,38652.0,顺义,"116.673834,40.116557"
东兴一区 2室1厅 375万,东兴一区 , 2室1厅 ,91.55,1.0,2.0, 14天以前发布,375.0,40962.0,顺义,"116.6709,40.137772"
全新装修 南北通透两居 带电梯 看房随时,顺鑫花语 , 2室2厅 ,96.0,40.0,16.0, 3个月以前发布,380.0,39584.0,顺义,"116.558192,40.162583"
东方太阳城 4室2厅 700万,东方太阳城 , 4室2厅 ,241.58,131.0,112.0, 6个月以前发布,700.0,28976.0,顺义,"116.722221,40.087052"
富春园 独栋别墅 毛坯房 位置安静 花园500平米,东方太阳城 , 5室3厅 ,281.55,67.0,142.0, 11个月以前发布,1100.0,39070.0,顺义,"116.722221,40.087052"
精装婚房 2层 随时看房 业主诚心出售,双裕小区 , 2室1厅 ,72.0,147.0,59.0, 5个月以前发布,325.0,45139.0,顺义,"116.561056,40.112912"
欧陆苑 四合院 满五年 诚意出售 方便看房,欧陆苑 , 4室2厅 ,366.0,29.0,3.0, 2个月以前发布,2500.0,68307.0,顺义,"116.553879,40.071406"
马坡花园二区 精装五十万 满两年 看房方便,马坡花园二区 , 3室1厅 ,124.13,18.0,7.0, 2个月以前发布,418.0,33675.0,顺义,"116.661657,40.18394"
背靠减河 满五年三居 浇筑结构 看房方便 诚心卖,龙府花园 , 3室2厅 ,98.89,13.0,10.0, 1个月以前发布,365.0,36910.0,顺义,"116.658337,40.147875"
双裕西区 精装上叠 南北通透四居室 露台30平米,双裕花园西区 , 4室2厅 ,240.0,26.0,5.0, 3个月以前发布,880.0,36667.0,顺义,"116.555368,40.113521"
江山赋 2室1厅 580万,江山赋 , 2室1厅 ,97.0,67.0,45.0, 4个月以前发布,580.0,59794.0,顺义,"116.559953,40.117154"
东兴一区 3室2厅 460万,东兴一区 , 3室2厅 ,121.78,2.0,1.0, 1个月以前发布,460.0,37774.0,顺义,"116.6709,40.137772"
小天竺一号院 3室1厅 320万,小天竺一号院 , 3室1厅 ,110.7,29.0,0.0, 23天以前发布,320.0,28907.0,顺义,"116.593709,40.051982"
欧陆苑 5室2厅 2500万,欧陆苑 , 5室2厅 ,245.0,49.0,4.0, 4个月以前发布,2500.0,102041.0,顺义,"116.553879,40.071406"
丽斯花园 7室3厅 2700万,丽斯花园 , 7室3厅 ,508.0,22.0,7.0, 5个月以前发布,2700.0,53150.0,顺义,"116.572611,40.049516"
小天竺一号院 3室1厅 320万,小天竺一号院 , 3室1厅 ,110.7,29.0,0.0, 23天以前发布,320.0,28907.0,顺义,"116.593709,40.051982"
龙湖南区 电梯洋房 直达地库 南北2居,龙湖香醍漫步四区南区 , 2室1厅 ,105.03,13.0,0.0, 28天以前发布,438.0,41703.0,顺义,"116.671487,40.213114"
顺义新城，龙湖四区，电梯房南北通透，正规三居,龙湖香醍漫步四区北区 , 3室2厅 ,123.69,11.0,0.0, 26天以前发布,550.0,44467.0,顺义,"116.678059,40.21342"
裕祥花园主力户型 双卧朝南三居室,裕祥花园 , 3室1厅 ,108.04,15.0,0.0, 29天以前发布,450.0,41652.0,顺义,"116.554715,40.107876"
